Framework,CVE ID,Reference URLs
,CVE-1999-1040,"['ftp://patches.sgi.com/support/free/security/advisories/19980501-01-P2869', 'http://ciac.llnl.gov/ciac/bulletins/i-055.shtml', 'http://marc.info/?l=bugtraq&m=89217373930054&w=2']"
,CVE-1999-1114,"['ftp://ftp.auscert.org.au/pub/auscert/advisory/AA-96.17.suid_exec.vul', 'ftp://patches.sgi.com/support/free/security/advisories/19980405-01-I', 'http://ciac.llnl.gov/ciac/bulletins/h-15a.shtml', 'http://www.securityfocus.com/bid/467', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/2100']"
,CVE-1999-1501,"['http://marc.info/?l=bugtraq&m=89217373930054&w=2', 'http://www.securityfocus.com/bid/70', 'http://www.securityfocus.com/bid/71']"
,CVE-1999-1502,"['http://marc.info/?l=bugtraq&m=89205623028934&w=2', 'http://www.securityfocus.com/bid/68', 'http://www.securityfocus.com/bid/69']"
,CVE-1999-1503,['http://www.securityfocus.com/bid/63']
,CVE-1999-1504,"['http://www.securityfocus.com/archive/1/8951', 'http://www.securityfocus.com/bid/62']"
,CVE-1999-1499,"['http://www.securityfocus.com/archive/1/8966', 'http://www.securityfocus.com/bid/80']"
,CVE-1999-1113,"['http://marc.info/?l=bugtraq&m=89258194718577&w=2', 'http://www.securityfocus.com/bid/75']"
,CVE-1999-1390,"['http://darwin.bio.uci.edu/~mcoogan/bugtraq/msg00890.html', 'http://www.securityfocus.com/bid/94']"
,CVE-1999-0069,"['http://sunsolve.sun.com/pub-cgi/retrieve.pl?doctype=coll&doc=secbull/169', 'http://www.osvdb.org/8158']"
,CVE-1999-0212,"['http://sunsolve.sun.com/pub-cgi/retrieve.pl?doctype=coll&doc=secbull/168', 'http://www.ciac.org/ciac/bulletins/i-048.shtml']"
,CVE-1999-1106,"['http://www.securityfocus.com/archive/1/9121', 'http://www.securityfocus.com/bid/92', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1643']"
,CVE-1999-0108,['http://seclists.org/bugtraq/1997/May/191']
,CVE-1999-0796,['http://www.osvdb.org/6089']
,CVE-1999-0126,['http://www.ciac.org/ciac/bulletins/j-010.shtml']
,CVE-1999-1027,"['http://marc.info/?l=bugtraq&m=90221101925880&w=2', 'http://www.securityfocus.com/bid/290', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/7296']"
,CVE-1999-1044,"['http://ciac.llnl.gov/ciac/bulletins/i-050.shtml', 'http://www.iss.net/security_center/static/7431.php']"
,CVE-1999-1361,['http://marc.info/?l=bugtraq&m=90221101925891&w=2']
,CVE-1999-0816,['http://www.netspace.org/cgi-bin/wa?A2=ind9805B&L=bugtraq&P=R1621']
,CVE-1999-0919,"['http://www.netspace.org/cgi-bin/wa?A2=ind9805B&L=bugtraq&P=R1621', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/2004']"
,CVE-1999-1204,"['http://marc.info/?l=bugtraq&m=90221101925912&w=2', 'http://www.checkpoint.com/techsupport/config/keywords.html', 'http://www.osvdb.org/4416', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/7293']"
,CVE-1999-1389,"['http://marc.info/?l=bugtraq&m=90221101925916&w=2', 'http://www.securityfocus.com/bid/99']"
,CVE-1999-0055,"['http://sunsolve.sun.com/pub-cgi/retrieve.pl?doctype=coll&doc=secbull/172', 'http://www-1.ibm.com/support/search.wss?rs=0&q=IX80543&apar=only']"
,CVE-1999-1179,['http://www.securityfocus.com/archive/1/9330']
,CVE-1999-1096,"['http://marc.info/?l=bugtraq&m=90221101925954&w=2', 'http://marc.info/?l=bugtraq&m=90221101925959&w=2', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1644']"
,CVE-1999-0303,['https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0303']
,CVE-1999-1039,['ftp://patches.sgi.com/support/free/security/advisories/19980502-01-P3030']
,CVE-1999-1492,"['ftp://patches.sgi.com/support/free/security/advisories/19980502-01-P3030', 'http://www.securityfocus.com/bid/348', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/2103', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/2104']"
,CVE-1999-1490,"['http://marc.info/?l=bugtraq&m=90221101926021&w=2', 'http://marc.info/?l=bugtraq&m=90221101926034&w=2', 'http://www.iss.net/security_center/static/8787.php', 'http://www.securityfocus.com/bid/362']"
,CVE-1999-0278,"['https://docs.microsoft.com/en-us/security-updates/securitybulletins/1998/ms98-003', 'https://oval.cisecurity.org/repository/search/definition/oval%3Aorg.mitre.oval%3Adef%3A913']"
,CVE-1999-0329,['ftp://patches.sgi.com/support/free/security/advisories/19980602-01-PX']
,CVE-1999-0501,['https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0501']
,CVE-1999-0508,['https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0508']
,CVE-1999-1443,"['http://marc.info/?l=bugtraq&m=90221103125869&w=2', 'http://marc.info/?l=bugtraq&m=90221103125889&w=2', 'http://www.securityfocus.com/bid/103']"
,CVE-1999-1151,"['http://marc.info/?l=bugtraq&m=90296493106214&w=2', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/2089']"
,CVE-1999-1152,['http://marc.info/?l=bugtraq&m=90296493106214&w=2']
,CVE-1999-0008,['http://sunsolve.sun.com/pub-cgi/retrieve.pl?doctype=coll&doc=secbull/170']
,CVE-1999-0054,['http://sunsolve.sun.com/pub-cgi/retrieve.pl?doctype=coll&doc=secbull/171']
,CVE-1999-1178,"['http://www.securityfocus.com/archive/1/9505', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/3223']"
,CVE-1999-1271,"['http://www.securityfocus.com/archive/1/9511', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1636']"
,CVE-1999-1480,['http://www.securityfocus.com/bid/429']
,CVE-1999-1555,"['http://www.securityfocus.com/archive/1/9515', 'http://www.securityfocus.com/bid/106', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1536']"
,CVE-1999-1085,"['http://marc.info/?l=bugtraq&m=90221103125884&w=2', 'http://marc.info/?l=bugtraq&m=90221104525878&w=2', 'http://www.iss.net/security_center/static/1126.php', 'http://www.kb.cert.org/vuls/id/13877']"
,CVE-1999-0783,"['http://www.ciac.org/ciac/bulletins/i-057.shtml', 'http://www.osvdb.org/6090']"
,CVE-1999-1442,"['http://uwsg.iu.edu/hypermail/linux/kernel/9805.3/0855.html', 'http://www.cs.helsinki.fi/linux/linux-kernel/Year-1998/1998-25/0816.html', 'http://www.securityfocus.com/bid/105']"
,CVE-1999-1479,"['http://www.securityfocus.com/archive/1/9609', 'http://www.securityfocus.com/bid/2265', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/2052']"
,CVE-1999-0007,['https://docs.microsoft.com/en-us/security-updates/securitybulletins/1998/ms98-002']
,CVE-1999-1036,['http://marc.info/?l=bugtraq&m=90221103125976&w=2']
,CVE-1999-1037,"['http://marc.info/?l=bugtraq&m=90221103125976&w=2', 'http://marc.info/?l=bugtraq&m=90221103125986&w=2', 'http://www.iss.net/security_center/static/7167.php', 'http://www.osvdb.org/3147']"
,CVE-1999-1038,['http://marc.info/?l=bugtraq&m=90221103125976&w=2']
,CVE-1999-0797,['http://www.ciac.org/ciac/bulletins/i-070.shtml']
,CVE-1999-1556,"['http://marc.info/?l=ntbugtraq&m=90222453431645&w=2', 'http://www.securityfocus.com/bid/109', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/7354']"
,CVE-1999-1150,"['http://www.securityfocus.com/archive/1/9723', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1882']"
,CVE-1999-1441,"['http://marc.info/?l=bugtraq&m=90221103126047&w=2', 'http://www.securityfocus.com/bid/111']"
,CVE-1999-0313,"['ftp://patches.sgi.com/support/free/security/advisories/19980701-01-P', 'http://www.osvdb.org/936', 'http://www.securityfocus.com/bid/213/exploit', 'http://www.securityfocus.com/bid/214', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1441']"
,CVE-1999-0314,"['ftp://patches.sgi.com/support/free/security/advisories/19980701-01-P', 'http://www.osvdb.org/6788', 'http://www.securityfocus.com/bid/213', 'http://www.securityfocus.com/bid/213/exploit', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1199']"
,CVE-1999-0494,['https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0494']
,CVE-1999-1202,"['http://marc.info/?l=bugtraq&m=90221104525873&w=2', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/2088']"
,CVE-1999-1409,"['ftp://ftp.NetBSD.ORG/pub/NetBSD/security/advisories/NetBSD-SA1998-004.txt.asc', 'http://marc.info/?l=bugtraq&m=90233906612929&w=2', 'http://www.iss.net/security_center/static/7577.php', 'http://www.securityfocus.com/bid/331', 'http://www.shmoo.com/mail/bugtraq/jul98/msg00064.html']"
,CVE-1999-1574,"['http://www-1.ibm.com/support/search.wss?rs=0&q=IX79909&apar=only', 'http://www.kb.cert.org/vuls/id/182777', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/7867']"
,CVE-1999-1437,"['http://marc.info/?l=bugtraq&m=90221104525890&w=2', 'http://marc.info/?l=bugtraq&m=90221104525927&w=2', 'http://www.securityfocus.com/bid/151']"
,CVE-1999-1436,"['http://marc.info/?l=bugtraq&m=90221104525905&w=2', 'http://www.securityfocus.com/bid/152']"
,CVE-1999-0102,['https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0102']
,CVE-1999-1435,"['http://marc.info/?l=bugtraq&m=90221104525933&w=2', 'http://www.securityfocus.com/bid/154']"
,CVE-1999-1270,"['http://lists.kde.org/?l=kde-devel&m=90221974029738&w=2', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1639']"
,CVE-1999-1434,"['http://marc.info/?l=bugtraq&m=90221104525951&w=2', 'http://www.securityfocus.com/bid/155']"
,CVE-1999-0006,"['ftp://patches.sgi.com/support/free/security/advisories/19980801-01-I', 'http://www.securityfocus.com/bid/133']"
,CVE-1999-0213,['http://www.securityfocus.com/archive/1/9749']
,CVE-1999-1297,"['http://sunsolve.sun.com/pub-cgi/retrieve.pl?doc=fpatches%2F100452&zone_32=10045%2A%20', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/7482']"
,CVE-1999-1433,"['http://marc.info/?l=bugtraq&m=90221104525988&w=2', 'http://marc.info/?l=bugtraq&m=90221104526067&w=2', 'http://www.securityfocus.com/bid/157']"
,CVE-1999-1582,"['http://www.cisco.com/warp/public/707/pixest-pub.shtml', 'http://www.kb.cert.org/vuls/id/6733', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/8052']"
,CVE-1999-0263,['http://sunsolve.sun.com/pub-cgi/retrieve.pl?doctype=coll&doc=secbull/173']
,CVE-1999-1149,"['http://marc.info/?l=bugtraq&m=90221104525993&w=2', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1422']"
,CVE-1999-1432,"['http://marc.info/?l=bugtraq&m=90221104525997&w=2', 'http://www.securityfocus.com/bid/160']"
,CVE-1999-1558,"['http://ciac.llnl.gov/ciac/bulletins/i-071a.shtml', 'http://www.iss.net/security_center/static/7151.php', 'http://www.securityfocus.com/bid/161']"
,CVE-1999-0005,"['http://sunsolve.sun.com/pub-cgi/retrieve.pl?doctype=coll&doc=secbull/177', 'http://www.securityfocus.com/bid/130']"
,CVE-1999-1200,"['http://marc.info/?l=ntbugtraq&m=90222454131610&w=2', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1617']"
,CVE-1999-1420,"['http://marc.info/?l=bugtraq&m=90221104526016&w=2', 'http://marc.info/?l=bugtraq&m=90221104526065&w=2', 'http://www.securityfocus.com/bid/212']"
,CVE-1999-1421,"['http://marc.info/?l=bugtraq&m=90221104526016&w=2', 'http://marc.info/?l=bugtraq&m=90221104526065&w=2', 'http://www.securityfocus.com/bid/212']"
,CVE-1999-1070,['http://www.securityfocus.com/archive/1/10021']
,CVE-1999-0941,['http://marc.info/?l=bugtraq&m=90221104526154&w=2']
,CVE-1999-1447,"['http://marc.info/?l=bugtraq&m=90221104526169&w=2', 'http://marc.info/?l=bugtraq&m=90221104526188&w=2']"
,CVE-1999-1406,"['http://marc.info/?l=bugtraq&m=90221104526185&w=2', 'http://marc.info/?l=bugtraq&m=90221104526192&w=2', 'http://www.securityfocus.com/bid/372']"
,CVE-1999-1448,['http://marc.info/?l=bugtraq&m=90221104526168&w=2']
,CVE-1999-1136,"['http://cert.ip-plus.net/bulletin-archive/msg00040.html', 'http://marc.info/?l=bugtraq&m=90221104526177&w=2', 'http://www.ciac.org/ciac/bulletins/i-081.shtml', 'http://www.codetalker.com/advisories/vendor/hp/hpsbux9807-081.html', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1413']"
,CVE-1999-0269,['https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0269']
,CVE-1999-0288,"['http://safenetworks.com/Windows/wins.html', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1233']"
,CVE-1999-0333,['https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0333']
,CVE-1999-0339,['https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0339']
,CVE-1999-0344,"['http://support.microsoft.com/default.aspx?scid=kb;[LN];Q190288', 'https://docs.microsoft.com/en-us/security-updates/securitybulletins/1998/ms98-009']"
,CVE-1999-0516,['https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0516']
,CVE-1999-0062,['http://www.osvdb.org/7559']
,CVE-1999-0262,"['http://www.securityfocus.com/bid/2056', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1532']"
,CVE-1999-1199,"['http://marc.info/?l=bugtraq&m=90252779826784&w=2', 'http://marc.info/?l=bugtraq&m=90276683825862&w=2', 'http://marc.info/?l=bugtraq&m=90280517007869&w=2', 'http://marc.info/?l=bugtraq&m=90286768232093&w=2', 'http://www.redhat.com/support/errata/rh51-errata-general.html#apache', 'https://lists.apache.org/thread.html/r5419c9ba0951ef73a655362403d12bb8d10fab38274deb3f005816f5@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/r9f93cf6dde308d42a9c807784e8102600d0397f5f834890708bf6920@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rf2f0f3611f937cf6cfb3b4fe4a67f69885855126110e1e3f2fb2728e@%3Ccvs.httpd.apache.org%3E', 'https://lists.apache.org/thread.html/rf6449464fd8b7437704c55f88361b66f12d5b5f90bcce66af4be4ba9@%3Ccvs.httpd.apache.org%3E']"
,CVE-1999-0159,['https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0159']
,CVE-1999-1283,"['http://www.securityfocus.com/archive/1/10320', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1541']"
,CVE-1999-0157,['http://www.osvdb.org/1097']
,CVE-1999-1416,"['http://www.securityfocus.com/archive/1/10383', 'http://www.securityfocus.com/bid/253']"
,CVE-1999-1417,"['http://www.securityfocus.com/archive/1/10383', 'http://www.securityfocus.com/bid/253']"
,CVE-1999-1041,"['ftp://ftp.sco.com/SSE/security_bulletins/SB-98.05a', 'http://marc.info/?l=bugtraq&m=90686250717719&w=2', 'http://www.cert.org/vendor_bulletins/VB-98.10.sco.mscreen', 'http://www.securityfocus.com/archive/1/10420']"
,CVE-1999-0065,['http://sunsolve.sun.com/pub-cgi/retrieve.pl?doctype=coll&doc=secbull/181']
,CVE-1999-0158,"['http://www.cisco.com/warp/public/770/pixmgrfile-pub.shtml', 'http://www.osvdb.org/685']"
,CVE-1999-0162,['https://www.cve.org/CVERecord?id=CVE-1999-0162']
,CVE-1999-0302,['http://sunsolve.sun.com/pub-cgi/retrieve.pl?doctype=coll&doc=secbull/176']
,CVE-1999-0310,['https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0310']
,CVE-1999-0792,['http://www2.merton.ox.ac.uk/~security/rootshell/0022.html']
,CVE-1999-1292,"['http://xforce.iss.net/alerts/advise7.php', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1366']"
,CVE-1999-0779,['http://www1.itrc.hp.com/service/cki/docDisplay.do?docId=HPSBUX9810-086']
,CVE-1999-0930,"['http://www.securityfocus.com/bid/1795', 'http://www.worldwidemart.com/scripts/faq/wwwboard/q5.shtml', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/2344']"
,CVE-1999-0871,"['http://www.osvdb.org/7837', 'https://docs.microsoft.com/en-us/security-updates/securitybulletins/1998/ms98-013', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/3668']"
,CVE-1999-1048,"['http://marc.info/?l=bugtraq&m=87602746719555&w=2', 'http://www.debian.org/security/1998/19980909', 'http://www.osvdb.org/8345', 'http://www.securityfocus.com/archive/1/10542', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/3414']"
,CVE-1999-0056,['http://sunsolve.sun.com/pub-cgi/retrieve.pl?doctype=coll&doc=secbull/174']
,CVE-1999-0897,['http://marc.info/?l=bugtraq&m=90538488231977&w=2']
,CVE-1999-1020,"['http://marc.info/?l=bugtraq&m=90613355902262&w=2', 'http://www.securityfocus.com/bid/484', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1364']"
,CVE-1999-1265,"['http://marc.info/?l=bugtraq&m=90649892424117&w=2', 'http://marc.info/?l=ntbugtraq&m=90650438826447&w=2', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1664']"
,CVE-1999-1054,['http://marc.info/?l=bugtraq&m=90675672323825&w=2']
,CVE-1999-1228,"['http://marc.info/?l=bugtraq&m=90695973308453&w=2', 'http://www.macintouch.com/modemsecurity.html', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/3320']"
,CVE-1999-0969,"['http://support.microsoft.com/default.aspx?scid=kb;[LN];Q193233', 'https://docs.microsoft.com/en-us/security-updates/securitybulletins/1998/ms98-014']"
,CVE-1999-1181,"['ftp://patches.sgi.com/support/free/security/advisories/19980901-01-PX', 'http://ciac.llnl.gov/ciac/bulletins/j-003.shtml', 'http://www.iss.net/security_center/static/7441.php']"
,CVE-1999-0186,['http://support.novell.com/cgi-bin/search/searchtid.cgi?/10080762.htm']
,CVE-1999-0505,['https://www.cve.org/CVERecord?id=CVE-1999-0505']
,CVE-1999-0506,['https://www.cve.org/CVERecord?id=CVE-1999-0506']
,CVE-1999-0546,['https://www.cve.org/CVERecord?id=CVE-1999-0546']
,CVE-1999-0870,['https://docs.microsoft.com/en-us/security-updates/securitybulletins/1998/ms98-015']
,CVE-1999-0343,['https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0343']
,CVE-1999-1403,"['http://www.securityfocus.com/archive/1/10771', 'http://www.securityfocus.com/bid/382']"
,CVE-1999-1404,"['http://www.securityfocus.com/archive/1/10771', 'http://www.securityfocus.com/bid/382']"
,CVE-1999-1291,"['http://www.securityfocus.com/archive/1/10789', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1383']"
,CVE-1999-1185,"['http://marc.info/?l=bugtraq&m=90686250717719&w=2', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1379']"
,CVE-1999-1381,['http://marc.info/?l=bugtraq&m=90786656409618&w=2']
,CVE-1999-0002,"['ftp://patches.sgi.com/support/free/security/advisories/19981006-01-I', 'http://www.ciac.org/ciac/bulletins/j-006.shtml', 'http://www.securityfocus.com/bid/121']"
,CVE-1999-0053,['http://www.osvdb.org/6094']
,CVE-1999-0088,['http://www-1.ibm.com/services/brs/brspwhub.nsf/advisories/852567CC004F9038852566BF007B6393/$file/ERS-SVA-E01-1998_004_1.txt']
,CVE-1999-0215,"['ftp://patches.sgi.com/support/free/security/advisories/19981004-01-PX', 'http://www.ciac.org/ciac/bulletins/j-012.shtml']"
,CVE-1999-0118,['http://marc.info/?l=bugtraq&m=91158980826979&w=2']
,CVE-1999-0254,['https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0254']
,CVE-1999-1459,"['http://www.securityfocus.com/bid/534', 'http://xforce.iss.net/alerts/advise10.php', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1388']"
,CVE-1999-0052,"['http://www.osvdb.org/908', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1389']"
,CVE-1999-1284,"['http://marc.info/?l=bugtraq&m=91063407332594&w=2', 'http://www.dynamsol.com/puppet/text/new.txt', 'http://www.securityfocus.com/archive/1/11131', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1540']"
,CVE-1999-1321,"['http://lists.netspace.org/cgi-bin/wa?A2=ind9811A&L=bugtraq&P=R4814', 'http://www.osvdb.org/4883']"
,CVE-1999-1153,"['http://www.securityfocus.com/archive/1/11175', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1400']"
,CVE-1999-1154,"['http://lakeweb.com/scripts/', 'http://www.securityfocus.com/archive/1/11175', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1400']"
,CVE-1999-1155,"['http://lakeweb.com/scripts/', 'http://www.securityfocus.com/archive/1/11175', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1400']"
,CVE-1999-1289,"['http://www.securityfocus.com/archive/1/11233', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1398']"
,CVE-1999-1025,"['http://marc.info/?l=bugtraq&m=90831127921062&w=2', 'http://sunsolve.Sun.COM/pub-cgi/retrieve.pl?doc=fpatches%2F106027&zone_32=411568%2A%20', 'http://www.securityfocus.com/bid/294']"
,CVE-1999-1322,"['http://marc.info/?l=ntbugtraq&m=91096758513985&w=2', 'http://marc.info/?l=ntbugtraq&m=91133714919229&w=2']"
,CVE-1999-0057,['http://www1.itrc.hp.com/service/cki/docDisplay.do?docId=HPSBUX9811-087']
,CVE-1999-0780,['http://marc.info/?l=bugtraq&m=91141486301691&w=2']
,CVE-1999-0781,['http://marc.info/?l=bugtraq&m=91141486301691&w=2']
,CVE-1999-0782,['http://marc.info/?l=bugtraq&m=91141486301691&w=2']
,CVE-1999-1107,"['http://marc.info/?l=bugtraq&m=91141486301691&w=2', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1650']"
,CVE-1999-1108,[]
,CVE-1999-1288,"['http://www.caldera.com/support/security/advisories/SA-1998.35.txt', 'http://www.securityfocus.com/archive/1/11397', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1406']"
,CVE-1999-1411,"['http://lists.debian.org/debian-security-announce/debian-security-announce-1998/msg00033.html', 'http://marc.info/?l=bugtraq&m=91228908407679&w=2', 'http://marc.info/?l=bugtraq&m=91244712808780&w=2', 'http://marc.info/?l=bugtraq&m=91936850009861&w=2', 'http://www.iss.net/security_center/static/7574.php', 'http://www.securityfocus.com/bid/316']"
,CVE-1999-1071,"['http://marc.info/?l=bugtraq&m=91248445931140&w=2', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1417']"
,CVE-1999-1072,['http://marc.info/?l=bugtraq&m=91248445931140&w=2']
,CVE-1999-1073,['http://marc.info/?l=bugtraq&m=91248445931140&w=2']
,CVE-1999-0321,['https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0321']
,CVE-1999-0332,['http://support.microsoft.com/default.aspx?scid=kb;[LN];Q184346']
,CVE-1999-0342,['https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0342']
,CVE-1999-0385,['https://docs.microsoft.com/en-us/security-updates/securitybulletins/1999/ms99-009']
,CVE-1999-0463,['ftp://patches.sgi.com/support/free/security/advisories/19981201-01-PX']
,CVE-1999-0478,['http://www1.itrc.hp.com/service/cki/docDisplay.do?docId=HPSBUX9904-097']
,CVE-1999-0869,['https://docs.microsoft.com/en-us/security-updates/securitybulletins/1998/ms98-020']
,CVE-1999-0836,"['ftp://ftp.sco.com/SSE/security_bulletins/SB-99.22a', 'http://www.securityfocus.com/bid/842', 'http://www.securityfocus.com/templates/archive.pike?list=1&msg=19991202160111.20553.qmail@nwcst282.netaddress.usa.net']"
,CVE-1999-0936,['https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0936']
,CVE-1999-0937,['https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0937']
,CVE-1999-1280,"['http://www.securityfocus.com/archive/1/11512', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1547']"
,CVE-1999-0798,['http://marc.info/?l=bugtraq&m=91278867118128&w=2']
,CVE-1999-1147,"['http://marc.info/?l=bugtraq&m=91273739726314&w=2', 'http://www.osvdb.org/3164', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1430']"
,CVE-1999-1276,"['http://www.debian.org/security/1998/19981207', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1609']"
,CVE-1999-1282,"['http://www.securityfocus.com/archive/1/11543', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1542']"
,CVE-1999-0139,['http://www.osvdb.org/8205']
,CVE-1999-0188,['http://sunsolve.sun.com/pub-cgi/retrieve.pl?doctype=coll&doc=secbull/182']
,CVE-1999-1173,['http://marc.info/?l=bugtraq&m=91404045014047&w=2']
,CVE-1999-1277,"['http://marc.info/?l=ntbugtraq&m=91487886514546&w=2', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1565']"
,CVE-1999-1278,"['http://marc.info/?l=bugtraq&m=91470326629357&w=2', 'http://marc.info/?l=bugtraq&m=91471400632145&w=2', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1549', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1550']"
,CVE-1999-0968,"['http://www.securityfocus.com/archive/1/11711', 'http://www.securityfocus.com/bid/1927', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1546']"
,CVE-1999-1281,"['http://www.securityfocus.com/archive/1/11720', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1544']"
,CVE-1999-1188,"['http://marc.info/?l=bugtraq&m=91479159617803&w=2', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1568']"
,CVE-1999-1285,"['http://marc.info/?l=bugtraq&m=91495921611500&w=2', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1472']"
,CVE-1999-1159,"['http://marc.info/?l=bugtraq&m=91495920911490&w=2', 'https://exchange.xforce.ibmcloud.com/vulnerabilities/1471']"
,CVE-1999-0020,[]
,CVE-1999-0110,[]
,CVE-1999-0187,[]
,CVE-1999-0197,['https://exchange.xforce.ibmcloud.com/vulnerabilities/8378']
,CVE-1999-0198,['https://exchange.xforce.ibmcloud.com/vulnerabilities/8378']
,CVE-1999-0200,['http://www.microsoft.com/technet/support/kb.asp?ID=137853']
,CVE-1999-0205,['https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0205']
,CVE-1999-0220,['https://www.cve.org/CVERecord?id=CVE-1999-0220']
,CVE-1999-0226,['https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0226']
,CVE-1999-0231,['https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0231']
,CVE-1999-0240,['https://www.cve.org/CVERecord?id=CVE-1999-0240']
,CVE-1999-0243,['http://www.geocrawler.com/archives/3/92/1996/9/0/2217716/']
,CVE-1999-0248,"['http://oliver.efri.hr/~crv/security/bugs/mUNIXes/ssh2.html', 'http://www.uni-karlsruhe.de/~ig25/ssh-faq/ssh-faq-6.html#ss6.1']"
,CVE-1999-0255,['https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0255']
,CVE-1999-0268,"['http://www.osvdb.org/110', 'http://www.osvdb.org/3969']"
,CVE-1999-0276,['https://exchange.xforce.ibmcloud.com/vulnerabilities/CVE-1999-0276']
,CVE-1999-0283,['http://marc.info/?l=bugtraq&m=88256790401004&w=2']
,CVE-1999-0285,['https://www.cve.org/CVERecord?id=CVE-1999-0285']
